CustomerID,Date,Amount,Category,City,TransactionType,Merchant
CUST1093,2023-03-13,1870.67,Shopping,Kolkata,Offline,Store_24
CUST1150,2023-04-30,373.92,Health,Kolkata,Offline,Store_38
CUST1016,2023-06-29,134.53,Bills,Hyderabad,Online,Store_35
CUST1127,2023-02-03,5947.38,Food,Bangalore,Online,Store_7
CUST1109,2023-04-05,6741.26,Travel,Bangalore,Online,Store_1
CUST1166,2023-09-10,3304.66,Bills,Kolkata,Online,Store_21
CUST1129,2023-12-10,726.58,Bills,Bangalore,Online,Store_31
CUST1028,2023-07-02,205.55,Entertainment,Delhi,Offline,Store_39
CUST1012,2023-02-07,2305.5,Bills,Delhi,Online,Store_41
CUST1091,2023-01-10,1160.18,Entertainment,Delhi,Online,Store_35
CUST1100,2023-12-22,260.3,Shopping,Kolkata,Offline,Store_5
CUST1074,2023-08-27,1367.09,Shopping,Delhi,Offline,Store_12
CUST1151,2023-07-28,69.99,Entertainment,Bangalore,Online,Store_32
CUST1156,2023-09-13,4800.85,Food,Delhi,Offline,Store_1
CUST1124,2023-03-09,598.92,Entertainment,Delhi,Online,Store_23
CUST1012,2023-05-20,2172.51,Health,Mumbai,Online,Store_40
CUST1156,2023-10-17,747.09,Health,Delhi,Offline,Store_47
CUST1147,2023-09-07,1468.22,Bills,Hyderabad,Online,Store_21
CUST1034,2023-08-27,1582.45,Health,Delhi,Online,Store_44
CUST1009,2023-04-09,408.78,Bills,Chennai,Online,Store_35
CUST1104,2023-06-23,6985.61,Health,Mumbai,Offline,Store_37
CUST1183,2023-06-19,2984.49,Health,Mumbai,Offline,Store_45
CUST1022,2023-03-26,5610.19,Shopping,Hyderabad,Online,Store_11
CUST1167,2023-07-19,4504.3,Health,Bangalore,Online,Store_16
CUST1086,2023-09-12,1822.11,Shopping,Mumbai,Online,Store_32
CUST1192,2023-10-31,5098.87,Food,Hyderabad,Offline,Store_17
CUST1162,2023-10-18,185.31,Entertainment,Kolkata,Online,Store_1
CUST1078,2023-08-07,436.27,Entertainment,Chennai,Online,Store_6
CUST1188,2023-05-31,92.56,Food,Bangalore,Online,Store_30
CUST1040,2023-05-22,787.06,Travel,Bangalore,Offline,Store_21
CUST1022,2023-06-27,984.26,Bills,Mumbai,Online,Store_47
CUST1084,2023-11-26,633.12,Travel,Bangalore,Offline,Store_32
CUST1037,2023-03-06,3529.12,Bills,Mumbai,Online,Store_28
CUST1129,2023-09-23,882.45,Shopping,Chennai,Offline,Store_12
CUST1195,2023-03-13,659.61,Food,Kolkata,Online,Store_7
CUST1144,2023-04-29,1564.81,Travel,Chennai,Offline,Store_13
CUST1073,2023-05-21,303.8,Health,Chennai,Online,Store_8
CUST1041,2023-06-23,3240.97,Entertainment,Delhi,Online,Store_20
CUST1189,2023-02-09,154.95,Health,Hyderabad,Offline,Store_19
CUST1027,2023-11-20,8668.29,Shopping,Delhi,Online,Store_47
CUST1173,2023-01-07,2958.97,Bills,Bangalore,Online,Store_42
CUST1059,2023-11-30,443.08,Travel,Kolkata,Online,Store_47
CUST1025,2023-03-24,11.07,Bills,Kolkata,Online,Store_35
CUST1011,2023-11-13,3379.79,Health,Hyderabad,Offline,Store_10
CUST1015,2023-04-20,2454.19,Food,Chennai,Online,Store_26
CUST1107,2023-11-25,2611.33,Bills,Hyderabad,Offline,Store_28
CUST1118,2023-02-01,2950.43,Travel,Mumbai,Offline,Store_17
CUST1104,2023-06-01,153.86,Bills,Chennai,Online,Store_39
CUST1065,2023-04-18,887.79,Travel,Delhi,Offline,Store_13
CUST1052,2023-01-02,246.3,Food,Mumbai,Offline,Store_28
CUST1130,2023-03-01,3977.06,Shopping,Delhi,Offline,Store_3
CUST1063,2023-12-20,1952.6,Shopping,Mumbai,Offline,Store_5
CUST1134,2023-05-24,803.64,Bills,Mumbai,Offline,Store_8
CUST1157,2023-02-24,131.34,Health,Bangalore,Offline,Store_42
CUST1093,2023-03-10,744.98,Travel,Bangalore,Online,Store_43
CUST1136,2023-02-14,786.63,Health,Mumbai,Online,Store_1
CUST1138,2023-06-09,2615.75,Shopping,Delhi,Online,Store_19
CUST1152,2023-11-23,2029.78,Food,Hyderabad,Online,Store_3
CUST1157,2023-11-05,4364.5,Travel,Bangalore,Online,Store_39
CUST1139,2023-05-07,1278.13,Shopping,Hyderabad,Offline,Store_1
CUST1047,2023-11-17,254.74,Shopping,Mumbai,Online,Store_23
CUST1169,2023-12-18,2498.25,Travel,Kolkata,Online,Store_50
CUST1188,2023-02-04,2860.79,Food,Mumbai,Online,Store_35
CUST1062,2023-09-12,1647.77,Shopping,Delhi,Online,Store_8
CUST1138,2023-07-27,2947.78,Bills,Kolkata,Offline,Store_24
CUST1004,2023-07-20,1361.63,Shopping,Delhi,Online,Store_15
CUST1109,2023-07-07,1479.36,Bills,Chennai,Online,Store_48
CUST1081,2023-04-16,1115.63,Health,Mumbai,Offline,Store_42
CUST1063,2023-10-02,51.5,Shopping,Kolkata,Online,Store_41
CUST1042,2023-06-10,228.33,Bills,Hyderabad,Offline,Store_7
CUST1125,2023-11-15,63.87,Health,Chennai,Online,Store_6
CUST1024,2023-01-03,2023.46,Shopping,Hyderabad,Offline,Store_47
CUST1016,2023-05-19,754.79,Entertainment,Chennai,Online,Store_2
CUST1010,2023-05-01,1420.87,Bills,Chennai,Offline,Store_32
CUST1022,2023-04-28,4762.53,Shopping,Delhi,Offline,Store_39
CUST1129,2023-05-26,573.48,Travel,Delhi,Offline,Store_7
CUST1037,2023-08-16,1056.56,Shopping,Kolkata,Online,Store_15
CUST1061,2023-12-28,2817.5,Bills,Mumbai,Online,Store_19
CUST1032,2023-10-23,519.61,Health,Chennai,Offline,Store_27
CUST1095,2023-03-12,160.21,Shopping,Mumbai,Offline,Store_29
CUST1134,2023-07-07,684.28,Entertainment,Bangalore,Offline,Store_10
CUST1119,2023-01-14,351.62,Health,Bangalore,Online,Store_29
CUST1131,2023-12-18,5309.9,Shopping,Kolkata,Online,Store_47
CUST1139,2023-01-21,3301.77,Food,Bangalore,Online,Store_29
CUST1087,2023-07-08,2006.99,Shopping,Chennai,Online,Store_40
CUST1064,2023-01-20,4103.04,Bills,Hyderabad,Offline,Store_43
CUST1159,2023-02-12,3255.94,Entertainment,Kolkata,Offline,Store_48
CUST1140,2023-03-06,412.99,Shopping,Chennai,Offline,Store_23
CUST1192,2023-03-18,4461.63,Bills,Kolkata,Online,Store_26
CUST1111,2023-03-19,1550.2,Entertainment,Chennai,Online,Store_49
CUST1099,2023-11-22,3294.7,Travel,Hyderabad,Offline,Store_4
CUST1108,2023-01-11,4528.49,Bills,Mumbai,Online,Store_15
CUST1109,2023-03-24,765.46,Travel,Mumbai,Online,Store_15
CUST1055,2023-06-24,233.18,Shopping,Hyderabad,Offline,Store_2
CUST1014,2023-07-16,517.37,Bills,Bangalore,Online,Store_32
CUST1044,2023-09-08,1114.12,Travel,Bangalore,Offline,Store_27
CUST1082,2023-02-11,3407.66,Shopping,Kolkata,Offline,Store_46
CUST1150,2023-09-17,3942.69,Bills,Bangalore,Offline,Store_30
CUST1128,2023-01-28,13.95,Entertainment,Kolkata,Offline,Store_36
CUST1162,2023-10-10,1429.75,Shopping,Chennai,Offline,Store_24
CUST1029,2023-08-01,1080.55,Entertainment,Kolkata,Offline,Store_50
CUST1010,2023-01-14,502.33,Health,Delhi,Online,Store_26
CUST1179,2023-02-17,255.36,Health,Chennai,Offline,Store_1
CUST1024,2023-04-05,823.82,Shopping,Chennai,Online,Store_29
CUST1183,2023-03-29,5726.24,Food,Chennai,Offline,Store_34
CUST1040,2023-02-12,780.77,Health,Mumbai,Offline,Store_6
CUST1115,2023-05-09,1462.91,Bills,Kolkata,Offline,Store_13
CUST1060,2023-03-18,2428.17,Travel,Bangalore,Offline,Store_5
CUST1026,2023-04-09,903.95,Bills,Mumbai,Online,Store_21
CUST1033,2023-07-07,7135.6,Shopping,Delhi,Online,Store_7
CUST1177,2023-08-22,6564.02,Entertainment,Chennai,Online,Store_27
CUST1199,2023-07-11,580.12,Shopping,Mumbai,Online,Store_11
CUST1133,2023-05-26,1375.32,Health,Kolkata,Online,Store_5
CUST1199,2023-12-03,715.86,Food,Kolkata,Offline,Store_40
CUST1176,2023-03-08,670.5,Entertainment,Hyderabad,Offline,Store_36
CUST1068,2023-12-18,75.17,Shopping,Hyderabad,Offline,Store_43
CUST1006,2023-01-08,1880.98,Food,Kolkata,Online,Store_20
CUST1103,2023-06-24,1397.04,Shopping,Delhi,Online,Store_34
CUST1123,2023-01-26,105.7,Health,Chennai,Offline,Store_29
CUST1189,2023-11-10,653.25,Travel,Bangalore,Online,Store_4
CUST1036,2023-09-22,4777.72,Health,Chennai,Online,Store_12
CUST1000,2023-11-02,547.72,Health,Delhi,Offline,Store_15
CUST1017,2023-01-09,313.06,Food,Mumbai,Offline,Store_1
CUST1031,2023-04-02,1344.54,Travel,Hyderabad,Online,Store_4
CUST1036,2023-08-29,8488.07,Food,Bangalore,Offline,Store_24
CUST1078,2023-09-08,554.29,Entertainment,Delhi,Offline,Store_43
CUST1169,2023-08-12,2230.31,Shopping,Hyderabad,Offline,Store_15
CUST1176,2023-05-14,2867.78,Entertainment,Hyderabad,Offline,Store_49
CUST1115,2023-06-02,542.67,Food,Bangalore,Online,Store_1
CUST1196,2023-06-21,2605.5,Health,Kolkata,Online,Store_2
CUST1022,2023-04-07,917.05,Food,Hyderabad,Online,Store_38
CUST1015,2023-03-13,2001.01,Shopping,Kolkata,Online,Store_21
CUST1095,2023-06-19,2007.68,Food,Mumbai,Offline,Store_43
CUST1036,2023-02-05,1534.77,Travel,Delhi,Online,Store_25
CUST1057,2023-04-23,189.26,Health,Mumbai,Offline,Store_37
CUST1106,2023-05-10,3607.29,Bills,Chennai,Offline,Store_35
CUST1117,2023-10-04,773.62,Bills,Mumbai,Online,Store_19
CUST1179,2023-09-22,412.86,Entertainment,Bangalore,Online,Store_15
CUST1040,2023-04-13,83.26,Entertainment,Bangalore,Offline,Store_26
CUST1178,2023-07-10,1787.56,Entertainment,Kolkata,Offline,Store_14
CUST1063,2023-03-03,2263.7,Bills,Kolkata,Offline,Store_47
CUST1121,2023-11-09,33.45,Health,Bangalore,Online,Store_47
CUST1061,2023-01-21,1435.26,Entertainment,Chennai,Offline,Store_50
CUST1197,2023-09-12,513.65,Travel,Delhi,Online,Store_33
CUST1138,2023-06-13,2072.25,Food,Delhi,Online,Store_30
CUST1077,2023-03-26,383.21,Food,Bangalore,Offline,Store_50
CUST1076,2023-04-27,2348.43,Shopping,Bangalore,Offline,Store_8
CUST1198,2023-12-07,977.92,Travel,Mumbai,Offline,Store_8
CUST1092,2023-06-22,5520.69,Health,Bangalore,Online,Store_23
CUST1119,2023-03-08,295.89,Health,Mumbai,Online,Store_15
CUST1180,2023-07-02,834.26,Health,Mumbai,Online,Store_22
CUST1142,2023-01-11,240.89,Health,Bangalore,Online,Store_48
CUST1169,2023-01-16,5172.38,Food,Hyderabad,Online,Store_8
CUST1108,2023-04-25,4196.67,Food,Mumbai,Offline,Store_26
CUST1126,2023-02-20,596.65,Shopping,Kolkata,Online,Store_6
CUST1098,2023-01-13,2157.53,Shopping,Delhi,Online,Store_10
CUST1062,2023-04-10,3398.97,Bills,Bangalore,Offline,Store_36
CUST1082,2023-04-28,1620.26,Food,Mumbai,Online,Store_15
CUST1118,2023-09-15,1508.56,Food,Kolkata,Offline,Store_37
CUST1154,2023-06-11,553.75,Entertainment,Bangalore,Offline,Store_2
CUST1126,2023-10-28,195.45,Shopping,Delhi,Offline,Store_6
CUST1099,2023-11-29,4550.25,Shopping,Hyderabad,Online,Store_48
CUST1156,2023-02-27,4613.55,Travel,Hyderabad,Offline,Store_25
CUST1089,2023-07-30,2005.34,Health,Kolkata,Online,Store_12
CUST1106,2023-12-12,828.09,Health,Delhi,Online,Store_32
CUST1039,2023-07-22,859.14,Bills,Delhi,Offline,Store_33
CUST1018,2023-05-02,2588.93,Travel,Delhi,Offline,Store_12
CUST1186,2023-12-10,4548.19,Bills,Delhi,Online,Store_40
CUST1079,2023-05-04,4362.27,Travel,Kolkata,Offline,Store_37
CUST1115,2023-06-18,3027.12,Food,Kolkata,Offline,Store_24
CUST1197,2023-03-14,2054.62,Food,Mumbai,Online,Store_11
CUST1064,2023-02-21,175.78,Entertainment,Delhi,Offline,Store_48
CUST1194,2023-07-19,352.59,Shopping,Delhi,Offline,Store_7
CUST1108,2023-08-08,4576.46,Travel,Mumbai,Online,Store_46
CUST1033,2023-01-24,1864.99,Travel,Delhi,Offline,Store_13
CUST1050,2023-07-17,18.48,Shopping,Kolkata,Offline,Store_30
CUST1094,2023-02-18,213.99,Shopping,Mumbai,Offline,Store_8
CUST1175,2023-10-29,2178.32,Entertainment,Bangalore,Online,Store_18
CUST1098,2023-03-27,10.15,Entertainment,Mumbai,Offline,Store_45
CUST1103,2023-07-05,350.63,Travel,Kolkata,Offline,Store_19
CUST1057,2023-11-04,1591.4,Travel,Delhi,Offline,Store_12
CUST1003,2023-12-09,2354.63,Food,Kolkata,Online,Store_2
CUST1049,2023-03-21,2110.88,Health,Delhi,Offline,Store_11
CUST1033,2023-10-06,507.9,Entertainment,Mumbai,Online,Store_32
CUST1096,2023-12-29,2490.83,Shopping,Mumbai,Offline,Store_41
CUST1182,2023-01-15,541.65,Bills,Hyderabad,Online,Store_49
CUST1033,2023-07-21,787.27,Health,Mumbai,Online,Store_23
CUST1167,2023-01-12,2744.72,Travel,Kolkata,Offline,Store_4
CUST1059,2023-03-05,2097.55,Health,Delhi,Online,Store_20
CUST1137,2023-10-01,3783.91,Shopping,Bangalore,Online,Store_2
CUST1160,2023-10-05,2143.63,Entertainment,Chennai,Offline,Store_32
CUST1059,2023-05-12,1680.09,Food,Kolkata,Offline,Store_2
CUST1092,2023-12-13,196.71,Health,Bangalore,Offline,Store_29
CUST1160,2023-03-02,916.83,Entertainment,Hyderabad,Offline,Store_17
CUST1067,2023-10-17,616.32,Health,Bangalore,Offline,Store_12
CUST1122,2023-05-29,559.4,Food,Mumbai,Online,Store_42
CUST1129,2023-09-13,7224.62,Bills,Hyderabad,Online,Store_48
CUST1194,2023-03-25,998.77,Health,Kolkata,Online,Store_37
CUST1046,2023-08-19,4452.11,Entertainment,Hyderabad,Offline,Store_20
CUST1164,2023-06-07,1994.67,Entertainment,Hyderabad,Offline,Store_14
CUST1077,2023-08-03,3167.65,Food,Kolkata,Online,Store_21
CUST1123,2023-10-21,1396.87,Shopping,Delhi,Online,Store_33
CUST1008,2023-01-04,1720.31,Shopping,Hyderabad,Online,Store_47
CUST1082,2023-08-07,1356.59,Travel,Kolkata,Offline,Store_48
CUST1156,2023-10-27,434.43,Health,Mumbai,Online,Store_24
CUST1196,2023-11-19,2563.52,Entertainment,Kolkata,Online,Store_30
CUST1030,2023-12-04,659.15,Shopping,Hyderabad,Online,Store_47
CUST1062,2023-05-24,49.23,Entertainment,Kolkata,Online,Store_14
CUST1050,2023-04-16,2073.94,Entertainment,Bangalore,Offline,Store_41
CUST1159,2023-02-21,389.87,Bills,Chennai,Online,Store_32
CUST1012,2023-06-21,5642.17,Health,Kolkata,Offline,Store_12
CUST1067,2023-03-26,6155.12,Food,Hyderabad,Online,Store_42
CUST1024,2023-08-19,4927.02,Shopping,Delhi,Online,Store_39
CUST1161,2023-12-22,924.57,Food,Kolkata,Offline,Store_14
CUST1072,2023-01-10,31.15,Travel,Hyderabad,Online,Store_42
CUST1117,2023-08-18,5271.05,Entertainment,Kolkata,Online,Store_34
CUST1016,2023-06-18,1117.88,Travel,Mumbai,Offline,Store_7
CUST1084,2023-03-28,6801.68,Travel,Kolkata,Offline,Store_4
CUST1156,2023-11-17,6627.47,Shopping,Chennai,Online,Store_48
CUST1122,2023-04-26,3834.77,Travel,Bangalore,Online,Store_18
CUST1138,2023-12-29,697.55,Travel,Delhi,Online,Store_48
CUST1197,2023-03-15,972.58,Travel,Hyderabad,Online,Store_16
CUST1055,2023-10-09,3809.45,Shopping,Delhi,Offline,Store_36
CUST1198,2023-10-25,762.29,Health,Bangalore,Online,Store_33
CUST1077,2023-06-21,371.44,Travel,Delhi,Online,Store_39
CUST1050,2023-04-28,1627.47,Entertainment,Kolkata,Offline,Store_36
CUST1146,2023-09-21,5502.59,Shopping,Chennai,Online,Store_13
CUST1038,2023-03-27,2381.65,Shopping,Hyderabad,Offline,Store_33
CUST1193,2023-09-06,1688.22,Food,Delhi,Offline,Store_27
CUST1069,2023-12-06,204.46,Health,Kolkata,Online,Store_2
CUST1056,2023-12-27,1909.06,Entertainment,Mumbai,Online,Store_26
CUST1021,2023-11-25,9221.14,Travel,Delhi,Offline,Store_22
CUST1090,2023-07-17,301.84,Bills,Mumbai,Online,Store_3
CUST1112,2023-11-09,1460.99,Travel,Bangalore,Offline,Store_38
CUST1039,2023-12-08,4197.22,Entertainment,Kolkata,Online,Store_29
CUST1087,2023-10-26,2700.07,Entertainment,Kolkata,Offline,Store_45
CUST1083,2023-08-27,2388.15,Travel,Delhi,Offline,Store_24
CUST1001,2023-02-14,2424.58,Bills,Mumbai,Offline,Store_13
CUST1079,2023-05-08,890.98,Entertainment,Delhi,Online,Store_15
CUST1152,2023-10-23,695.12,Health,Chennai,Offline,Store_43
CUST1089,2023-03-21,3314.75,Travel,Chennai,Online,Store_5
CUST1086,2023-06-26,3322.66,Shopping,Kolkata,Online,Store_35
CUST1025,2023-12-24,4035.9,Travel,Kolkata,Online,Store_28
CUST1171,2023-10-17,4889.23,Bills,Mumbai,Offline,Store_10
CUST1092,2023-05-31,1432.19,Entertainment,Chennai,Online,Store_20
CUST1108,2023-09-06,1392.37,Bills,Chennai,Online,Store_21
CUST1022,2023-11-14,3201.9,Entertainment,Mumbai,Online,Store_30
CUST1127,2023-08-24,2099.44,Food,Delhi,Online,Store_24
CUST1004,2023-11-04,2421.1,Entertainment,Bangalore,Offline,Store_27
CUST1075,2023-07-15,3177.24,Entertainment,Hyderabad,Offline,Store_22
CUST1027,2023-09-22,4414.65,Bills,Chennai,Offline,Store_46
CUST1151,2023-01-24,824.96,Travel,Chennai,Online,Store_28
CUST1084,2023-05-25,941.87,Bills,Hyderabad,Offline,Store_34
CUST1134,2023-09-30,197.39,Health,Chennai,Offline,Store_2
CUST1147,2023-01-23,1726.83,Travel,Kolkata,Offline,Store_22
CUST1126,2023-02-26,73.21,Shopping,Kolkata,Offline,Store_6
CUST1141,2023-01-23,1253.21,Health,Chennai,Online,Store_17
CUST1017,2023-12-23,1564.59,Food,Chennai,Offline,Store_30
CUST1106,2023-06-14,675.26,Bills,Bangalore,Offline,Store_33
CUST1191,2023-01-22,1787.27,Food,Delhi,Online,Store_24
CUST1033,2023-12-16,61.95,Shopping,Mumbai,Offline,Store_11
CUST1181,2023-10-20,76.13,Entertainment,Chennai,Offline,Store_23
CUST1139,2023-01-04,3458.7,Travel,Mumbai,Offline,Store_33
CUST1076,2023-09-09,893.17,Health,Kolkata,Offline,Store_13
CUST1024,2023-07-09,271.78,Bills,Chennai,Offline,Store_48
CUST1004,2023-08-14,1477.31,Travel,Chennai,Offline,Store_35
CUST1172,2023-04-17,2939.3,Travel,Mumbai,Offline,Store_9
CUST1176,2023-02-24,486.24,Entertainment,Kolkata,Online,Store_35
CUST1011,2023-05-31,1950.44,Entertainment,Hyderabad,Online,Store_19
CUST1107,2023-10-22,178.42,Health,Kolkata,Online,Store_44
CUST1187,2023-07-02,106.13,Travel,Chennai,Offline,Store_43
CUST1146,2023-08-11,1515.82,Entertainment,Hyderabad,Offline,Store_23
CUST1101,2023-12-20,1555.82,Health,Bangalore,Offline,Store_17
CUST1131,2023-07-25,2029.07,Travel,Bangalore,Offline,Store_49
CUST1163,2023-06-15,2589.92,Shopping,Hyderabad,Offline,Store_22
CUST1180,2023-06-24,7447.11,Health,Mumbai,Online,Store_30
CUST1188,2023-10-09,1452.58,Entertainment,Delhi,Online,Store_12
CUST1154,2023-10-11,780.04,Entertainment,Bangalore,Offline,Store_31
CUST1049,2023-05-19,3171.31,Food,Delhi,Offline,Store_26
CUST1072,2023-11-02,631.7,Health,Kolkata,Online,Store_49
CUST1042,2023-09-02,1155.97,Entertainment,Chennai,Online,Store_33
CUST1014,2023-01-02,163.41,Food,Kolkata,Offline,Store_31
CUST1005,2023-11-21,51.36,Travel,Mumbai,Online,Store_40
CUST1132,2023-04-20,6574.76,Health,Chennai,Online,Store_10
CUST1130,2023-06-13,3615.54,Shopping,Mumbai,Online,Store_10
CUST1058,2023-01-04,2381.29,Bills,Delhi,Online,Store_20
CUST1087,2023-05-29,1051.72,Shopping,Chennai,Offline,Store_50
CUST1179,2023-12-24,380.61,Travel,Hyderabad,Online,Store_50
CUST1158,2023-11-30,340.24,Shopping,Chennai,Offline,Store_24
CUST1004,2023-06-03,576.01,Food,Chennai,Offline,Store_42
CUST1026,2023-07-27,1593.58,Entertainment,Bangalore,Online,Store_50
CUST1173,2023-05-09,2507.7,Food,Hyderabad,Online,Store_11
CUST1127,2023-02-24,2158.78,Bills,Delhi,Online,Store_1
CUST1156,2023-09-14,656.82,Food,Mumbai,Offline,Store_8
CUST1099,2023-12-11,6196.21,Food,Chennai,Online,Store_37
CUST1085,2023-11-01,2678.03,Entertainment,Chennai,Offline,Store_27
CUST1045,2023-04-08,1616.46,Health,Delhi,Offline,Store_3
CUST1005,2023-06-18,1892.06,Travel,Bangalore,Online,Store_29
CUST1066,2023-11-01,1088.08,Health,Chennai,Online,Store_43
CUST1068,2023-02-11,569.32,Health,Hyderabad,Offline,Store_31
CUST1110,2023-03-04,880.03,Entertainment,Mumbai,Offline,Store_36
CUST1024,2023-10-05,2836.36,Health,Chennai,Online,Store_24
CUST1055,2023-03-16,29.0,Bills,Bangalore,Offline,Store_37
CUST1042,2023-03-14,246.76,Travel,Chennai,Offline,Store_36
CUST1007,2023-10-22,94.19,Shopping,Kolkata,Online,Store_47
CUST1027,2023-05-28,83.16,Health,Bangalore,Online,Store_33
CUST1063,2023-05-16,3868.41,Shopping,Kolkata,Online,Store_24
CUST1029,2023-03-02,2432.48,Travel,Mumbai,Offline,Store_1
CUST1106,2023-08-25,1285.57,Health,Bangalore,Online,Store_3
CUST1119,2023-02-21,205.91,Entertainment,Chennai,Online,Store_13
CUST1129,2023-01-30,1353.04,Bills,Hyderabad,Online,Store_25
CUST1000,2023-10-29,1282.9,Health,Chennai,Offline,Store_9
CUST1187,2023-05-08,380.39,Bills,Bangalore,Offline,Store_48
CUST1137,2023-04-15,1137.8,Travel,Chennai,Online,Store_46
CUST1193,2023-11-25,1016.67,Bills,Kolkata,Online,Store_32
CUST1105,2023-04-13,1913.44,Entertainment,Kolkata,Offline,Store_34
CUST1183,2023-07-31,2016.23,Entertainment,Kolkata,Offline,Store_19
CUST1093,2023-10-24,92.72,Travel,Hyderabad,Offline,Store_25
CUST1146,2023-05-30,938.77,Health,Delhi,Offline,Store_4
CUST1080,2023-10-19,1966.25,Health,Mumbai,Online,Store_50
CUST1050,2023-05-04,1398.88,Entertainment,Hyderabad,Offline,Store_12
CUST1075,2023-09-21,3882.7,Health,Chennai,Offline,Store_43
CUST1075,2023-01-31,2149.95,Health,Bangalore,Online,Store_12
CUST1138,2023-11-04,355.71,Travel,Delhi,Online,Store_45
CUST1134,2023-05-07,146.36,Shopping,Kolkata,Offline,Store_11
CUST1083,2023-09-01,2056.79,Shopping,Chennai,Offline,Store_42
CUST1001,2023-01-01,53.74,Travel,Chennai,Offline,Store_38
CUST1134,2023-11-24,1762.69,Food,Delhi,Offline,Store_50
CUST1020,2023-12-26,5634.51,Food,Chennai,Online,Store_34
CUST1118,2023-07-18,1713.56,Shopping,Delhi,Online,Store_30
CUST1181,2023-07-06,982.6,Entertainment,Delhi,Offline,Store_8
CUST1130,2023-10-30,2061.65,Health,Hyderabad,Offline,Store_22
CUST1066,2023-02-19,1225.91,Shopping,Kolkata,Online,Store_12
CUST1047,2023-12-03,1577.63,Shopping,Bangalore,Offline,Store_16
CUST1027,2023-05-25,5676.25,Health,Bangalore,Offline,Store_29
CUST1100,2023-01-24,975.86,Entertainment,Kolkata,Online,Store_13
CUST1185,2023-09-22,6498.18,Bills,Chennai,Offline,Store_16
CUST1099,2023-05-22,4715.15,Shopping,Delhi,Offline,Store_21
CUST1026,2023-03-11,435.79,Bills,Delhi,Offline,Store_7
CUST1155,2023-02-19,143.77,Food,Delhi,Offline,Store_39
CUST1122,2023-05-09,212.45,Food,Hyderabad,Online,Store_37
CUST1187,2023-04-18,36.78,Bills,Bangalore,Online,Store_46
CUST1050,2023-10-17,198.41,Entertainment,Delhi,Offline,Store_15
CUST1067,2023-03-17,2297.75,Entertainment,Chennai,Offline,Store_49
CUST1166,2023-07-26,147.7,Shopping,Kolkata,Online,Store_48
CUST1096,2023-01-23,768.31,Health,Bangalore,Offline,Store_9
CUST1099,2023-05-23,3727.05,Health,Hyderabad,Online,Store_4
CUST1109,2023-09-18,47.09,Health,Bangalore,Online,Store_27
CUST1088,2023-03-15,3369.06,Entertainment,Mumbai,Offline,Store_8
CUST1007,2023-03-27,662.17,Entertainment,Kolkata,Online,Store_37
CUST1158,2023-09-15,251.5,Health,Bangalore,Offline,Store_29
CUST1174,2023-01-07,2386.31,Food,Delhi,Online,Store_5
CUST1034,2023-09-07,1982.8,Entertainment,Bangalore,Offline,Store_39
CUST1079,2023-04-01,4198.83,Bills,Mumbai,Offline,Store_36
CUST1021,2023-02-24,2656.59,Travel,Bangalore,Offline,Store_39
CUST1024,2023-11-28,3253.99,Shopping,Delhi,Online,Store_21
